296,100,1
296,141,1
297,89,5
297,142,5
297,157,4
298,119,2
298,159,2
299,78,4
299,88,3
299,131,2
300,90,2
300,92,5
300,116,5
300,143,5
301,86,1
301,140,4
302,78,5
302,115,2
302,118,1
303,73,2
303,92,1
303,104,5
303,159,1
304,106,1
305,84,4
306,76,1
306,171,5
307,80,1
307,155,1
307,165,3
308,161,4
309,86,1
309,134,3
310,84,3
310,130,1
311,145,1
311,146,3
311,163,2
312,68,2
312,133,4
313,126,5
313,167,4
314,136,4
315,105,2
315,120,2
315,172,2
316,93,2
316,100,3
316,173,5
317,77,1
317,87,5
317,154,1
318,61,4
318,75,5
318,110,2
319,101,2
319,111,5
319,161,5
319,172,4
320,154,3
321,105,3
321,114,4
321,162,4
322,64,4
322,71,3
323,84,1
323,121,2
323,167,1
324,121,2
324,143,1
324,160,3
325,142,4
325,146,5
326,100,1
326,164,4
327,84,4
327,175,3
328,69,4
328,79,2
328,140,1
328,160,4
329,84,1
329,104,5
329,112,5
329,159,5
330,120,2
330,173,1
331,102,4
331,116,4
331,118,2
331,162,3
331,173,4
331,174,3
332,94,4
332,99,1
332,122,3
332,163,4
333,75,2
333,176,3
334,90,1
334,106,4
334,119,5
334,132,4
335,73,4
336,82,2
336,104,2
336,157,3
336,162,5
337,62,3
338,103,1
338,149,5
339,67,1
339,156,5
340,64,5
340,65,1
340,87,3
340,174,1
341,82,1
341,104,4
341,145,5
342,68,3
342,93,3
342,123,2
342,129,1
343,85,2
343,100,2
344,158,2
345,122,2
345,133,4
345,173,4
346,86,4
346,96,4
346,117,2
346,134,3
346,147,5
347,106,4
347,163,2
348,90,4
348,168,1
349,74,5
349,152,4
349,165,1
349,166,2
349,169,3
350,69,4
350,104,2
351,61,3
351,87,2
351,91,1
351,117,5
352,69,5
352,77,4
353,70,1
353,96,2
353,129,4
354,117,3
354,148,2
355,136,3
356,142,4
356,144,1
356,154,5
356,169,5
357,135,1
358,86,4
358,128,1
359,114,2
359,127,1
359,134,1
360,68,4
360,130,4
360,135,5
360,169,5
361,65,5
361,88,5
361,108,4
361,167,5
362,111,1
363,67,2
363,103,2
363,120,2
364,72,3
364,166,3
365,140,1
365,148,4
365,173,5
366,91,1
366,100,1
366,119,3
366,125,2
366,141,3
366,159,2
367,101,3
367,166,5
368,102,3
369,88,3
369,126,3
370,87,2
370,94,3
370,102,4
370,117,5
370,121,4
370,126,3
371,114,1
371,137,3
372,71,3
372,98,1
372,104,2
372,112,4
372,139,3
373,79,4
373,80,2
373,84,5
373,152,5
373,165,3
374,154,3
375,141,2
375,154,2
376,127,3
376,148,3
377,77,2
377,118,5
377,143,5
377,161,3
378,137,5
378,150,2
378,161,5
379,74,2
379,82,4
379,108,1
379,143,4
380,63,4
380,110,2
380,117,4
380,136,2
380,174,3
381,71,3
381,174,4
382,79,3
383,85,1
383,104,4
383,124,5
383,169,1
384,114,5
384,168,5
385,69,4
385,104,5
385,115,2
386,78,1
386,131,4
386,157,5
386,171,2
387,91,2
387,98,5
388,88,3
388,91,3
388,160,2
388,161,5
389,76,4
389,91,5
390,69,4
390,104,2
390,134,5
390,173,5
391,94,2
392,101,3
392,126,4
393,126,2
393,144,2
393,151,5
394,110,3
395,95,4
395,109,4
396,71,3
396,149,1
397,63,4
397,145,4
398,96,3
398,110,3
398,156,4
399,87,1
399,144,3
400,62,3
400,101,4
401,84,4
401,163,5
402,147,1
402,147,5
403,80,5
403,82,4
404,61,2
404,158,2
405,99,4
406,112,3
406,154,5
407,61,3
407,92,4
407,97,4
407,119,2
407,148,3
407,161,2
408,72,2
408,108,1
408,174,3
409,78,3
409,134,3
410,118,2
411,80,3
411,151,4
411,151,5
412,84,3
412,142,3
412,172,2
413,63,1
